actual,predicted,std
273.0,4.004056652807206,316.22932875829514
378.0,4.004056668809582,316.22932875829497
197.2,4.00405665866948,316.2293287582951
273.0,4.0040566587496995,316.2293287582951
223.0,4.004056656018101,316.2293287582951
358.0,4.004056628393407,316.22932875829537
503.0,4.00405662926915,316.22932875829537
489.0,4.004056639715835,316.22932875829525
223.0,4.004056653668973,316.22932875829514
238.0,4.004056663509655,316.229328758295
303.2,4.004056631902181,316.2293287582953
344.0,4.004056634646381,316.2293287582953
202.2,4.004056627690836,316.22932875829537
213.0,4.004056652072965,316.22932875829514
283.0,4.004056612567084,316.2293287582955
378.0,4.004056664890473,316.229328758295
303.2,4.004056602935773,316.2293287582956
357.0,4.004056182310146,316.22932875829946
421.0,4.004056624872916,316.22932875829537
625.5,4.004056608560758,316.22932875829554
238.0,4.004056663505579,316.229328758295
503.0,4.0040566616216005,316.229328758295
202.2,4.004056618571685,316.2293287582954
378.0,4.00405666478631,316.229328758295
335.0,4.004056629050774,316.22932875829537
357.0,4.004056459960153,316.2293287582969
197.2,4.004056613822516,316.2293287582955
202.2,4.004056627834299,316.22932875829537
305.0,4.004056647633775,316.22932875829514
378.0,4.004056651151703,316.22932875829514
453.0,4.004056199477244,316.2293287582993
625.5,4.004056634125228,316.2293287582953
288.2,4.004056613915648,316.2293287582955
580.0,4.004056194633285,316.22932875829935
303.2,4.004056596380088,316.22932875829565
197.2,4.004056605591563,316.22932875829554
197.2,4.004056650120695,316.22932875829514
303.2,4.004056649039679,316.22932875829514
238.0,4.004056663282062,316.229328758295
293.0,4.00405666649582,316.229328758295
273.0,4.004056659316806,316.229328758295
302.0,4.004056453995436,316.22932875829696
288.2,4.004056634429496,316.2293287582953
381.0,4.004056492625169,316.2293287582966
213.0,4.004056652040115,316.22932875829514
238.0,4.004056663633445,316.229328758295
457.0,4.004056547386744,316.2293287582961
202.2,4.004056615026807,316.2293287582955
288.2,4.004056641986451,316.2293287582952
625.5,4.004056618194458,316.2293287582954
503.0,4.0040566616216005,316.229328758295
344.0,4.004056644800418,316.2293287582952
479.0,4.004056631455649,316.2293287582953
243.0,4.004056191514579,316.22932875829935
197.2,4.004056636235155,316.2293287582953
625.5,4.004056650289872,316.22932875829514
378.0,4.004056662636857,316.229328758295
348.0,4.004056614790003,316.2293287582955
202.2,4.004056622617149,316.2293287582954
489.0,4.004056653614982,316.22932875829514
393.0,4.0040565778934685,316.2293287582958
197.2,4.004056615041119,316.2293287582955
503.0,4.004056644635061,316.2293287582952
303.2,4.004056613117334,316.2293287582955
381.0,4.004056635351851,316.2293287582953
374.0,4.0040565699865756,316.2293287582959
503.0,4.004056661925288,316.229328758295
503.0,4.004056309937597,316.22932875829827
416.0,4.00405658650993,316.22932875829576
302.0,4.00405656757503,316.2293287582959
197.2,4.004056649986067,316.22932875829514
238.0,4.004056663530325,316.229328758295
194.0,4.0040562001961515,316.2293287582993
273.0,4.004056617752363,316.2293287582954
356.0,4.004056500068891,316.2293287582965
273.0,4.00405666006988,316.229328758295
625.5,4.0040566158904864,316.2293287582955
288.2,4.004056614018327,316.2293287582955
370.0,4.004056633411782,316.2293287582953
381.0,4.00405663682421,316.22932875829525
303.2,4.0040566517786775,316.22932875829514
197.2,4.004056625880557,316.22932875829537
197.2,4.004056425677667,316.2293287582972
493.0,4.004056512844054,316.2293287582964
378.0,4.004056651093116,316.22932875829514
370.0,4.004056650585801,316.22932875829514
303.2,4.0040566231487995,316.2293287582954
358.0,4.00405662834199,316.22932875829537
455.0,4.0040566432570905,316.2293287582952
238.0,4.004056663268882,316.229328758295
273.0,4.004056634448766,316.2293287582953
238.0,4.004056663402459,316.229328758295
373.0,4.004056655262399,316.2293287582951
213.0,4.004056651960566,316.22932875829514
243.0,4.004056632063357,316.2293287582953
503.0,4.004056599545681,316.22932875829565
489.0,4.004056653575087,316.22932875829514
146.0,4.004056443566739,316.229328758297
197.2,4.004056647778899,316.22932875829514
593.0,4.004056658845304,316.2293287582951
420.0,4.0040566243908,316.2293287582954
303.2,4.0040566490900344,316.22932875829514
197.2,4.004056665179758,316.229328758295
370.0,4.004056652343049,316.22932875829514
288.2,4.004056633758854,316.2293287582953
523.0,4.004056564389055,316.22932875829594
213.0,4.004056652041701,316.22932875829514
503.0,4.004056636474599,316.2293287582953
273.0,4.0040565617872454,316.229328758296
245.0,4.004056500600052,316.2293287582965
379.0,4.004056651016827,316.22932875829514
503.0,4.004056647333612,316.2293287582952
479.0,4.004056644698517,316.2293287582952
303.2,4.004056612885974,316.2293287582955
459.0,4.004056640901844,316.22932875829525
238.0,4.004056663483865,316.229328758295
273.0,4.0040566589226225,316.2293287582951
490.0,4.004056644836222,316.2293287582952
375.0,4.004056650899298,316.22932875829514
370.0,4.00405665091897,316.22932875829514
503.0,4.004056608740566,316.22932875829554
470.0,4.004056426670706,316.22932875829724
503.0,4.004056625703444,316.22932875829537
288.2,4.004056624069467,316.22932875829537
202.2,4.0040566107904665,316.22932875829554
503.0,4.0040565987582015,316.22932875829565
625.5,4.004056587632579,316.22932875829576
378.0,4.004056629306249,316.22932875829537
303.2,4.004056641106569,316.22932875829525
344.0,4.0040566513388605,316.22932875829514
381.0,4.004056651112782,316.22932875829514
293.0,4.004056657636414,316.2293287582951
503.0,4.004056615749238,316.2293287582955
288.2,4.004056650010701,316.22932875829514
344.0,4.00405661150121,316.22932875829554
335.0,4.004056622540498,316.2293287582954
423.0,4.0040566248757505,316.22932875829537
529.0,4.004056505664031,316.2293287582965
482.0,4.004056626317151,316.22932875829537
288.2,4.004056597341539,316.22932875829565
625.5,4.004056618103121,316.2293287582954
321.0,4.004056427100308,316.2293287582972
376.0,4.004056664595158,316.229328758295
238.0,4.004056663413627,316.229328758295
381.0,4.004056669024779,316.22932875829497
444.0,4.004056514979138,316.2293287582964
329.0,4.004056652829991,316.22932875829514
593.0,4.004056644932314,316.2293287582952
378.0,4.004056662595801,316.229328758295
378.0,4.0040566688095725,316.22932875829497
344.0,4.004056642400528,316.2293287582952
503.0,4.004056521759472,316.22932875829633
153.0,4.004056645994183,316.2293287582952
489.0,4.004056639718344,316.22932875829525
375.0,4.004056669117594,316.22932875829497
238.0,4.004056617884939,316.2293287582954
288.2,4.004056632822846,316.2293287582953
153.0,4.0040564777606065,316.22932875829673
303.2,4.00405662312769,316.2293287582954
146.0,4.004055914101755,316.2293287583019
394.0,4.004056657048393,316.2293287582951
543.0,4.004056194603147,316.22932875829935
288.2,4.004056621860003,316.2293287582954
428.0,4.004056563844294,316.22932875829594
335.0,4.004056593601076,316.22932875829565
197.2,4.004056632859832,316.2293287582953
238.0,4.004056663531277,316.229328758295
303.0,4.004056651698423,316.22932875829514
503.0,4.004056652278403,316.22932875829514
482.0,4.004056632826772,316.2293287582953
330.0,4.004056638783565,316.22932875829525
381.0,4.00405663693373,316.22932875829525
197.2,4.004056624105015,316.22932875829537
625.5,4.004056640635506,316.22932875829525
393.0,4.0040562405662605,316.2293287582989
303.2,4.004056632817077,316.2293287582953
357.0,4.004056460003832,316.2293287582969
238.0,4.004056631657819,316.2293287582953
273.0,4.004056623655751,316.2293287582954
197.2,4.004056624411932,316.22932875829537
393.0,4.004056593380958,316.22932875829565
213.0,4.004056651745784,316.22932875829514
213.0,4.004056652052718,316.22932875829514
381.0,4.004056657118937,316.2293287582951
146.0,4.004056619016778,316.2293287582954
625.5,4.004056615902393,316.2293287582955
379.0,4.004056651175355,316.22932875829514
213.0,4.004056652062612,316.22932875829514
202.2,4.004056632890178,316.2293287582953
288.2,4.004056603666234,316.2293287582956
288.2,4.00405660557569,316.22932875829554
273.0,4.004056660547794,316.229328758295
303.2,4.0040566352170455,316.2293287582953
283.0,4.004056612454259,316.2293287582955
303.2,4.004056641027933,316.22932875829525
355.0,4.004056283386023,316.22932875829855
373.0,4.004056655149573,316.2293287582951
288.2,4.004056614059111,316.2293287582955
379.0,4.004056651130625,316.22932875829514
373.6,4.004056662615234,316.229328758295
288.2,4.0040566241400635,316.2293287582954
335.0,4.00405659360438,316.22932875829565
327.0,4.004056436314922,316.22932875829713
197.2,4.004056624177048,316.22932875829537
202.2,4.004056620770178,316.2293287582954
238.0,4.0040566633855805,316.229328758295
323.0,4.004056652489905,316.22932875829514
300.0,4.0040566413567955,316.22932875829525
381.0,4.00405662932287,316.22932875829537
455.0,4.004056649767367,316.22932875829514
305.0,4.004056649086378,316.22932875829514
455.0,4.004056649818297,316.22932875829514
311.0,4.004056200008362,316.2293287582993
197.2,4.00405661384219,316.2293287582955
503.0,4.004056618608537,316.2293287582954
503.0,4.004056661617795,316.229328758295
395.0,4.0040566508825215,316.22932875829514
197.2,4.004056618309888,316.2293287582954
344.0,4.004056651193044,316.22932875829514
288.2,4.004056603712977,316.2293287582956
378.0,4.00405660323615,316.2293287582956
493.0,4.004056512593735,316.2293287582964
423.0,4.004056624685148,316.2293287582954
197.2,4.004056640566271,316.22932875829525
303.2,4.004056617312889,316.2293287582954
613.0,4.0040565088014075,316.22932875829645
453.0,4.00405619061784,316.2293287582994
370.0,4.00405665229937,316.22932875829514
625.5,4.004056551199023,316.22932875829605
303.2,4.004056649049252,316.22932875829514
303.2,4.004056617353674,316.2293287582954
209.0,4.004056435975384,316.22932875829713
503.0,4.004056636251497,316.2293287582953
288.2,4.004056597198075,316.22932875829565
358.0,4.004056604007512,316.2293287582956
355.0,4.004056283347129,316.22932875829855
334.0,4.004056619316756,316.2293287582954
378.0,4.004056664903338,316.229328758295
373.0,4.004056669164857,316.22932875829497
358.0,4.004056628454815,316.22932875829537
395.0,4.004056664890386,316.229328758295
625.5,4.00405664992398,316.22932875829514
303.2,4.004056622258897,316.2293287582954
625.5,4.004056650401733,316.22932875829514
356.0,4.004056451707255,316.22932875829696
283.0,4.0040566157219075,316.2293287582955
593.0,4.004056658793887,316.2293287582951
523.0,4.004056583021146,316.22932875829576
374.0,4.004056603316291,316.2293287582956
381.0,4.004056629251546,316.22932875829537
303.2,4.00405661284519,316.2293287582955
202.2,4.0040566208728565,316.2293287582954
489.0,4.0040566396330295,316.22932875829525
395.0,4.004056664932811,316.229328758295
300.0,4.004056621002629,316.2293287582954
193.0,4.004056430593323,316.2293287582972
213.0,4.004056651117439,316.22932875829514
202.2,4.004056602287372,316.2293287582956
407.0,4.004056657075509,316.2293287582951
300.0,4.004056641266693,316.22932875829525
288.2,4.004056631060722,316.2293287582953
197.2,4.004056626778726,316.22932875829537
444.0,4.0040565150067815,316.2293287582964
489.0,4.004056639634644,316.22932875829525
288.2,4.004056614840999,316.2293287582955
625.5,4.004056650288487,316.22932875829514
375.0,4.0040566691099375,316.22932875829497
503.0,4.004056654627533,316.22932875829514
373.6,4.004056662595251,316.229328758295
393.0,4.004055887151945,316.2293287583022
273.0,4.004056561628719,316.229328758296
238.0,4.00405660353838,316.22932875829554
455.0,4.00405664980331,316.22932875829514
243.0,4.00405663220182,316.2293287582953
153.0,4.004056652085437,316.22932875829514
454.0,4.0040565640027195,316.22932875829594
613.0,4.004056491810372,316.2293287582966
377.0,4.004056490182703,316.2293287582966
561.0,4.004056435837901,316.22932875829713
288.2,4.004056631081832,316.2293287582953
288.2,4.004056623179563,316.2293287582954
330.0,4.004056638834982,316.22932875829525
329.0,4.004056651802564,316.22932875829514
383.0,4.004056595999282,316.22932875829565
503.15,4.004056661163756,316.229328758295
303.0,4.004056648937629,316.22932875829514
378.0,4.004056664873954,316.229328758295
503.15,4.004056618604981,316.2293287582954
146.0,4.0040566189016555,316.2293287582954
197.2,4.004056623215111,316.2293287582954
303.2,4.004056624922907,316.22932875829537
613.0,4.00405652904761,316.2293287582963
288.2,4.004056641883773,316.22932875829525
357.0,4.004056182072561,316.22932875829946
283.0,4.004056615901623,316.2293287582955
